orf	UNIPROT	GENENAME	SGD	OG	HAS_ORTHOLOG	len_ref	len_msa.yk11	n_snp	f_snp	len_msa.fungi	pid.fungi	n_species	f_species	n_matched.fungi	n_mismatched.fungi	n_indel.fungi	f_matched.fungi	f_indel.fungi	r4s.fungi	iq_cat.fungi	leisr_up.fungi	leisr_global.fungi	leisr_local.fungi	n_strains	f_strains	n_matched.yk11	n_indel.yk11	f_matched.yk11	f_mismatched.yk11	f_indel.yk11	r4s.yk11	leisr_up.yk11	leisr_global.yk11	leisr_local.yk11
YDR004W	P25301	RAD57	S000002411	3RSHQ	TRUE	460	460	64	0.1391304347826087	714	0.11956521739130432	14	1	9	405	263	0.01956521739130435	0.5717391304347826	1.6033434782608695	2.7456521739130433	375.95644735955295	-21.68453534696559	-19.68897912437418	1012	1	396	0	0.8608695652173913	0.1391304347826087	0	0.0769645	6.12351490420849	-7.656345976643115	-5.948635664522431
YDR006C	P40317	SOK1	S000002413	3RTMG	TRUE	901	901	162	0.17980022197558268	1399	0.17980022197558265	14	1	149	739	368	0.16537180910099888	0.40843507214206437	1.5131712541620421	2.507214206437292	252.25773370149025	-19.148158605652842	-16.927544711099618	1005	0.9930830039525692	739	901	0.8201997780244173	0.17980022197558268	1	0.12249047613762486	4.654345285259539	-10.324767409320316	-7.933698390493514
YDR007W	P00912	TRP1	S000002414	3RUDZ	TRUE	224	224	37	0.16517857142857142	457	0.2098214285714286	14	1	46	177	30	0.20535714285714285	0.13392857142857142	1.5095214285714287	2.2723214285714284	361.69041725377514	-20.04376211721063	-17.67520131578372	1004	0.9920948616600791	187	224	0.8348214285714286	0.16517857142857142	1	0.09987862946428572	6.182541376939274	-8.224587007282958	-6.370807483993079
YDR011W	P32568	SNQ2	S000002418	3RRGD	TRUE	1501	1501	236	0.15722851432378415	1902	0.21918720852764828	14	1	323	1172	243	0.21518987341772153	0.16189207195203198	1.1985129913391073	2.4070619586942037	179.22782006416114	-18.163382027038196	-16.018345501114	1004	0.9920948616600791	1265	1501	0.8427714856762158	0.15722851432378415	1	0.06572991805463024	5.772646926342351	-8.024076182481274	-6.49691678788318
YDR012W	P49626	RPL4B	S000002419	3RT1F	TRUE	362	362	24	0.06629834254143646	399	0.5939226519337016	14	1	213	147	7	0.5883977900552486	0.019337016574585635	0.29381853591160223	1.8314917127071824	4.994859751366449	-7.92573464002549	-6.871866813577438	1012	1	338	0	0.9337016574585635	0.06629834254143646	0	0.027193450276243095	8.96050113074209	-5.394867831249164	-4.184578804204062
YDR013W	Q12488	PSF1	S000002420	3RRY5	TRUE	208	208	28	0.1346153846153846	537	0.29807692307692313	14	1	35	146	78	0.16826923076923078	0.375	0.8632278846153846	2.2548076923076925	52.56846149283409	-14.60618308638937	-12.88073688308361	1012	1	180	0	0.8653846153846154	0.1346153846153846	0	0.03449440384615385	10.200251351649959	-5.017827248023956	-4.314715363018922
YDR017C	Q12494	KCS1	S000002424	3RS9U	TRUE	1050	1050	203	0.19333333333333333	1675	0.1428571428571429	14	1	69	900	809	0.06571428571428571	0.7704761904761904	1.9880141142857142	2.5752380952380953	977.7366015258789	-19.12308590388601	-16.965035551740232	1012	1	847	0	0.8066666666666666	0.19333333333333333	0	0.1398923019047619	NA	NA	NA
YDR018C	Q12185	YDR018C	S000002425	3RTWN	TRUE	396	396	98	0.2474747474747475	490	0.14393939393939392	14	1	28	339	222	0.0707070707070707	0.5606060606060606	1.5346800505050504	2.7525252525252526	382.5588475865918	-21.140064515938207	-19.24465082024488	1012	1	298	0	0.7525252525252525	0.2474747474747475	0	0.16685621717171717	3.3928878439236243	-13.237376473676905	-10.221737375685791
YDR020C	Q12084	DAS2	S000002427	3RUND	TRUE	232	232	36	0.15517241379310345	286	0.11206896551724133	14	1	17	206	103	0.07327586206896551	0.44396551724137934	1.4566168103448276	2.581896551724138	105.93064112612711	-20.5953246972275	-18.872065051608413	1012	1	196	0	0.8448275862068966	0.15517241379310345	0	0.05384144827586207	NA	NA	NA
YDR021W	Q12099	FAL1	S000002428	3RRUY	TRUE	399	399	44	0.11027568922305764	404	0.41604010025062654	14	1	164	233	5	0.41102756892230574	0.012531328320802004	0.5849834335839599	1.987468671679198	5.053455337150832	-11.708586311587734	-10.14691116948064	1012	1	355	0	0.8897243107769424	0.11027568922305764	0	0.03338415288220552	NA	NA	NA
YDR023W	P07284	SES1	S000002430	3RSG8	TRUE	462	462	28	0.06060606060606061	513	0.6212121212121212	14	1	126	175	221	0.2727272727272727	0.47835497835497837	0.3647381818181818	1.7380952380952381	26.39198035618174	-8.794974962586322	-7.5157886972269194	1012	1	434	0	0.9393939393939394	0.06060606060606061	0	0.020053069264069263	18.196298414572354	-4.024767808384001	-3.630127545709644
YDR026C	Q12457	NSI1	S000002433	3RSF5	TRUE	570	570	151	0.2649122807017544	967	0.11228070175438598	14	1	58	506	319	0.10175438596491228	0.5596491228070175	2.8274313684210526	2.8771929824561404	2055.746823240815	-25.954846837021904	-23.396177504294076	1012	1	419	0	0.7350877192982456	0.2649122807017544	0	0.14878900350877192	3.867666110661117	-12.330902728707052	-9.86455387911006
YDR028C	Q00816	REG1	S000002435	3RRKA	TRUE	1014	1014	191	0.1883629191321499	1449	0.12228796844181455	14	1	114	890	490	0.11242603550295859	0.4832347140039448	1.840553057199211	2.3944773175542404	864.7343174722726	-21.493251891980485	-19.176138268889154	1012	1	823	0	0.8116370808678501	0.1883629191321499	0	0.10007614299802761	5.011458499677509	-9.733106573937077	-7.6576304028034095
YDR035W	P14843	ARO3	S000002442	3RRX7	TRUE	370	370	38	0.10270270270270271	387	0.41081081081081083	14	1	152	218	14	0.41081081081081083	0.03783783783783784	0.900292081081081	2.3594594594594596	8.301611560281167	-14.417949418127938	-12.14557501633013	1012	1	332	0	0.8972972972972973	0.10270270270270271	0	0.07253105675675675	5.978421637670434	-7.306200678575177	-5.483786874067732
YDR036C	P28817	EHD3	S000002443	3RSCF	TRUE	500	500	73	0.146	565	0.16000000000000003	14	1	79	420	66	0.158	0.132	1.1913292	2.15	329.1457566173288	-18.91745596820073	-17.2098551565216	710	0.7015810276679841	427	500	0.854	0.146	1	0.10536738600000001	7.069331598342294	-6.830642555794034	-5.525404209138782
YDR037W	P15180	KRS1	S000002444	3RSDM	TRUE	591	591	33	0.05583756345177665	643	0.6040609137055837	14	1	355	234	13	0.6006768189509306	0.021996615905245348	0.39495934010152284	1.7461928934010151	5.574373984321558	-9.139988159296895	-7.76399094715903	710	0.7015810276679841	558	591	0.9441624365482234	0.05583756345177665	1	0.058885544839255496	9.460090390117399	-5.227875187695738	-4.138805825037234
YDR038C	Q12691	ENA5	S000002445	3RRQZ	TRUE	1091	1091	38	0.034830430797433545	1295	0.38496791934005503	14	1	55	671	1011	0.05041246562786435	0.9266727772685609	0.9305371585701192	2.0238313473877176	116.19171525056655	-13.885208247461872	-11.851643282230075	737	0.7282608695652174	1053	1091	0.9651695692025665	0.034830430797433545	1	0.040676695692025665	9.433816062604862	-5.3389591117118735	-4.098969841489139
YDR039C	Q01896	ENA2	S000002446	3RRQZ	TRUE	1091	1091	1	9.165902841429881e-4	1295	0.38496791934005503	14	1	55	671	1011	0.05041246562786435	0.9266727772685609	0.93360496791934	2.0494958753437214	133.5282172861892	-13.916787946740111	-11.879391413001313	1012	1	1090	0	0.999083409715857	9.165902841429881e-4	0	0.006081814848762603	3610.8751514062537	-2.8863225488786695	-2.8795776949722596
YDR040C	P13587	ENA1	S000002447	3RRQZ	TRUE	1091	1091	47	0.04307974335472044	1295	0.384051329055912	14	1	54	672	1011	0.04949587534372136	0.9266727772685609	0.930159248395967	2.0476626947754353	142.66543656535762	-13.888068461335868	-11.856330410103027	1012	1	1044	0	0.9569202566452796	0.04307974335472044	0	NA	4.765946328608656	-9.272124655257473	-6.472997551347473
YDR041W	Q03201	RSM10	S000002448	3RUA0	TRUE	203	203	34	0.16748768472906403	315	0.13793103448275867	14	1	28	175	24	0.13793103448275862	0.11822660098522167	1.1450339901477833	2.4827586206896552	151.32604034064497	-18.143599069158203	-16.48861150413041	1012	1	169	0	0.8325123152709359	0.16748768472906403	0	0.06264141379310345	6.026029672193974	-7.560554546583594	-6.211263146033188
YDR043C	Q03125	NRG1	S000002450	3RVF7	TRUE	231	231	54	0.23376623376623376	1104	0.07792207792207795	14	1	18	213	42	0.07792207792207792	0.18181818181818182	4.380228831168831	3.316017316017316	1522.8977808109205	-32.97648854509032	-29.789125866294697	1012	1	177	0	0.7662337662337663	0.23376623376623376	0	0.09648265367965368	5.300632104408097	-9.340547007604815	-7.858469172537151
YDR044W	P11353	HEM13	S000002451	3RRX2	TRUE	328	328	28	0.08536585365853659	493	0.4695121951219512	14	1	30	174	250	0.09146341463414634	0.7621951219512195	0.6319059451219512	1.9451219512195121	5.1224356355929865	-11.426877509564541	-9.922016294648248	1012	1	300	0	0.9146341463414634	0.08536585365853659	0	0.023506631097560977	17.14536293851704	-4.217020650314572	-3.8239673563091836
YDR045C	Q04307	RPC11	S000002452	3RUZ0	TRUE	110	110	8	0.07272727272727272	121	0.5454545454545454	14	1	53	50	11	0.4818181818181818	0.1	0.4642662727272727	1.9545454545454546	4.549867112965406	-9.776711051839811	-8.364041849548023	1012	1	102	0	0.9272727272727272	0.07272727272727272	0	0.022209227272727273	17.93130295856101	-4.096141905313566	-3.673751487685185
YDR046C	P41815	BAP3	S000002453	3RR1K	TRUE	604	604	113	0.1870860927152318	874	0.14238410596026485	14	1	83	518	56	0.13741721854304637	0.09271523178807947	1.361583774834437	2.056291390728477	468.2171762038828	-20.028160714463645	-17.796446657132105	1010	0.9980237154150198	491	604	0.8129139072847682	0.1870860927152318	1	0.11111393377483443	4.390122493073106	-9.979387305200648	-7.778915957888262
YDR047W	P32347	HEM12	S000002454	3RSE0	TRUE	362	362	51	0.1408839779005525	381	0.5082872928176796	14	1	42	178	273	0.11602209944751381	0.7541436464088398	0.534355	1.9171270718232045	31.956629272415956	-10.453400542955006	-9.068591155600757	1012	1	311	0	0.8591160220994475	0.1408839779005525	0	0.08064019889502762	6.469044129297522	-7.434885955634797	-5.824764192240714
YDR049W	Q04311	VMS1	S000002456	3RRP2	TRUE	632	632	140	0.22151898734177214	742	0.15822784810126578	14	1	93	532	201	0.14715189873417722	0.3180379746835443	1.5240356012658227	2.3322784810126582	636.9698110184862	-21.00794338800432	-18.88751965096869	1012	1	492	0	0.7784810126582279	0.22151898734177214	0	0.1848172420886076	3.3474449209780106	-15.67539328120585	-11.492700147266596
YDR050C	P00942	TPI1	S000002457	3RTQ6	TRUE	248	248	11	0.04435483870967742	259	0.47580645161290325	14	1	39	130	177	0.15725806451612903	0.7137096774193549	0.506464435483871	2.0403225806451615	4.4767005193036224	-10.445393462348523	-9.062939981140572	1012	1	237	0	0.9556451612903226	0.04435483870967742	0	0.01397386693548387	37.149645178882295	-3.3743021026528	-3.142523722779013
YDR052C	P32325	DBF4	S000002459	3RUKD	TRUE	704	704	125	0.17755681818181818	1057	0.13494318181818177	14	1	73	609	317	0.10369318181818182	0.4502840909090909	1.5962326704545455	2.502840909090909	603.6316552815441	-18.49059908047785	-16.55110696921237	995	0.983201581027668	579	704	0.8224431818181818	0.17755681818181818	1	0.12025680965909091	NA	NA	NA
YDR054C	P14682	CDC34	S000002461	3RTE2	TRUE	295	295	35	0.11864406779661017	339	0.46440677966101696	14	1	120	158	67	0.4067796610169492	0.2271186440677966	0.6766557288135593	1.823728813559322	11.452247334932922	-10.141793177820873	-8.530955602506355	995	0.983201581027668	260	295	0.8813559322033898	0.11864406779661017	1	0.04840917627118644	8.807674616238726	-5.561143017007598	-4.7132009767111995
YDR055W	Q12355	PST1	S000002462	3RTQA	TRUE	444	444	81	0.18243243243243243	569	0.06981981981981977	14	1	27	413	107	0.060810810810810814	0.240990990990991	1.4087148648648649	2.885135135135135	299.53779902026355	-21.798528976196174	-20.252954477825728	995	0.983201581027668	363	444	0.8175675675675675	0.18243243243243243	1	0.07432766666666667	NA	NA	NA
YDR057W	Q99220	YOS9	S000002464	3RTQ4	TRUE	542	542	124	0.22878228782287824	1193	0.03136531365313655	14	1	17	525	389	0.03136531365313653	0.7177121771217713	2.4454708487084873	3.0424354243542435	1093.0716341204095	-24.555356586847427	-23.271429906644794	1002	0.9901185770750988	418	542	0.7712177121771218	0.22878228782287824	1	0.15951561254612545	NA	NA	NA
YDR058C	P54857	TGL2	S000002465	3RTQE	TRUE	326	326	48	0.147239263803681	454	0.2331288343558282	14	1	56	250	106	0.17177914110429449	0.32515337423312884	1.366775981595092	2.2423312883435584	36.277325179438336	-18.87447257301546	-16.558818593005167	1002	0.9901185770750988	278	326	0.852760736196319	0.147239263803681	1	0.10200231901840491	4.947369114347963	-8.835732936234361	-6.875249487590596
YDR059C	P15732	UBC5	S000002466	3RRH7	TRUE	148	148	31	0.20945945945945946	237	0.777027027027027	14	1	115	33	1	0.777027027027027	0.006756756756756757	0.1761279054054054	1.6486486486486487	73.71415123631039	-6.024599088556392	-5.073875790757612	1002	0.9901185770750988	117	148	0.7905405405405406	0.20945945945945946	1	0.10448735810810811	71.66448500101103	-9.46260210823732	-7.131610579903267
YDR060W	Q12176	MAK21	S000002467	3RS29	TRUE	1025	1025	202	0.19707317073170733	1346	0.23804878048780487	14	1	97	781	752	0.09463414634146342	0.7336585365853658	1.2268031219512194	2.133658536585366	580.0498450357476	-17.461968368048165	-15.36109730089911	1012	1	823	0	0.8029268292682927	0.19707317073170733	0	0.19250495902439024	3.2963637420751906	-14.721956250500128	-10.870586217541847
YDR062W	P40970	LCB2	S000002469	3RRPP	TRUE	561	561	55	0.09803921568627451	685	0.3672014260249554	14	1	200	355	35	0.35650623885918004	0.062388591800356503	0.6494015864527629	1.7593582887700534	6.000608315602449	-12.23125201558216	-10.789988428843175	1012	1	506	0	0.9019607843137255	0.09803921568627451	0	0.08400828698752229	6.663180327602693	-7.534258706349974	-5.646351809876178
YDR066C	Q12378	RTR2	S000002473	NA	TRUE	196	196	67	0.34183673469387754	287	0.0714285714285714	14	1	13	182	19	0.0663265306122449	0.09693877551020408	1.4892566326530612	2.3979591836734695	258.29969423719166	-23.280164977992715	-21.430641797604444	1012	1	129	0	0.6581632653061225	0.34183673469387754	0	0.29228683673469386	2.527562506681085	-22.322822949306627	-16.77735938987246
YDR067C	Q12454	OCA6	S000002474	3RUZ7	TRUE	224	224	37	0.16517857142857142	263	0.25	14	1	50	168	42	0.22321428571428573	0.1875	1.0502459821428571	2.205357142857143	139.0806161806654	-15.447595689871903	-13.630420285664675	1012	1	187	0	0.8348214285714286	0.16517857142857142	0	0.061978794642857146	6.242697793484755	-7.044546608709896	-5.757114906213245
YDR068W	P54858	DOS2	S000002475	3RUH7	TRUE	310	310	81	0.26129032258064516	549	0.0741935483870968	14	1	6	287	225	0.01935483870967742	0.7258064516129032	1.9644129032258064	2.532258064516129	1552.761057071509	-23.023940021091512	-20.970912692904637	1012	1	229	0	0.7387096774193549	0.26129032258064516	0	0.28371566129032255	2.7306918209286937	-19.72738907459776	-13.32819615063254
YDR069C	P32571	DOA4	S000002476	3RTEX	TRUE	926	926	169	0.18250539956803455	1634	0.1144708423326134	14	1	84	820	278	0.09071274298056156	0.3002159827213823	1.7594693304535638	2.7559395248380127	341.56223274948314	-21.503094681054257	-19.35966973238659	1012	1	757	0	0.8174946004319654	0.18250539956803455	0	0.11087156047516199	3.9631353472254385	-11.221578060486943	-8.456122643479151
YDR071C	Q12447	PAA1	S000002478	3RUXU	TRUE	191	191	16	0.08376963350785341	353	0.2827225130890052	14	1	46	137	41	0.24083769633507854	0.21465968586387435	0.866320942408377	2.277486910994764	4.393408872467436	-14.450282306342016	-12.828324246004238	1012	1	175	0	0.9162303664921466	0.08376963350785341	0	0.025434225130890054	17.845783504424745	-4.0717896061329615	-3.6021437293840695
YDR074W	P31688	TPS2	S000002481	3RS13	TRUE	896	896	127	0.14174107142857142	1148	0.3314732142857143	14	1	278	599	129	0.31026785714285715	0.14397321428571427	0.8802502232142857	2.0625	51.62928161376198	-14.161127365226447	-12.324160264662058	1012	1	769	0	0.8582589285714286	0.14174107142857142	0	0.08303341741071428	4.653679575748815	-9.491913478418608	-7.3371199766686965
YDR077W	Q01589	SED1	S000002484	3RV9K	TRUE	338	338	58	0.17159763313609466	581	0.023668639053254448	14	1	3	330	259	0.008875739644970414	0.7662721893491125	1.6100837278106508	2.662721893491124	2167.255403259145	-18.549022116040902	-17.094071711194832	1012	1	280	0	0.8284023668639053	0.17159763313609466	0	0.09259978402366864	5.0465913073713375	-10.878092572907564	-8.460129034069125
YDR079W	P38958	PET100	S000002486	3RUST	TRUE	111	111	20	0.18018018018018017	139	0.39639639639639634	14	1	33	67	45	0.2972972972972973	0.40540540540540543	0.7697717117117117	1.990990990990991	7.395167070515644	-10.660996107083855	-9.222171771431388	1012	1	91	0	0.8198198198198198	0.18018018018018017	0	0.050363747747747746	7.623383740904701	-5.544181637655035	-4.467657581977643
YDR081C	P32896	PDC2	S000002488	3RTX2	TRUE	925	925	174	0.1881081081081081	1146	0.13297297297297295	14	1	42	802	584	0.04540540540540541	0.6313513513513513	1.5809772972972973	2.7124324324324323	461.64947099474017	-19.249470692293574	-17.10817556770367	1012	1	751	0	0.8118918918918919	0.1881081081081081	0	0.09406877405405406	4.145375746062392	-10.535811866354637	-8.186615361710384
YDR082W	P38960	STN1	S000002489	3RUE2	TRUE	494	494	127	0.25708502024291496	708	0.020242914979757054	13	0.9285714285714286	8	484	397	0.016194331983805668	0.8036437246963563	2.8821556680161944	2.722672064777328	875.4908916894831	-26.60103177688746	-25.330913698118742	1012	1	367	0	0.742914979757085	0.25708502024291496	0	0.22366349190283402	3.289978357080776	-16.342800239919573	-12.162304750639858
YDR083W	P38961	RRP8	S000002490	3RRGZ	TRUE	392	392	65	0.16581632653061223	647	0.4056122448979592	14	1	158	233	31	0.4030612244897959	0.07908163265306123	1.2602504336734695	2.127551020408163	361.64626623701645	-16.792449246802807	-13.946600119483454	1012	1	327	0	0.8341836734693877	0.16581632653061223	0	0.09170620408163266	4.861514417387317	-8.780001853035612	-6.7110421128998015
YDR084C	P38962	TVP23	S000002491	3RSVT	TRUE	199	199	38	0.19095477386934673	393	0.18090452261306533	14	1	25	163	84	0.12562814070351758	0.4221105527638191	1.004394974874372	2.35678391959799	5.1331382490841415	-15.885255108167145	-14.515759939549003	1012	1	161	0	0.8090452261306532	0.19095477386934673	0	0.09005115075376885	4.671374901849738	-9.349199849841154	-6.985283274359025
YDR085C	P33304	AFR1	S000002492	3RV7P	TRUE	620	620	173	0.27903225806451615	1867	0.012903225806451646	14	1	5	612	325	0.008064516129032258	0.5241935483870968	2.8468806451612902	2.774193548387097	1310.6073732219106	-28.97399375675861	-27.636962843382797	1012	1	447	0	0.7209677419354839	0.27903225806451615	0	0.25964553064516127	2.9796122515960213	-18.832791505990777	-14.012927346112695
YDR087C	P35178	RRP1	S000002494	3RU0D	TRUE	278	278	49	0.17625899280575538	476	0.1618705035971223	14	1	40	233	46	0.14388489208633093	0.16546762589928057	1.2683546762589928	2.5755395683453237	184.921618749457	-18.937540815477735	-17.18488249270415	1012	1	229	0	0.8237410071942446	0.17625899280575538	0	0.10821858273381295	3.7980874226273333	-11.048390760721741	-8.486216693768746
YDR088C	Q02775	SLU7	S000002495	3RTD5	TRUE	382	382	80	0.2094240837696335	462	0.0759162303664922	14	1	14	353	199	0.03664921465968586	0.5209424083769634	1.7700976439790577	2.5235602094240837	816.7712140148691	-20.907127576698162	-19.342027515806226	1012	1	302	0	0.7905759162303665	0.2094240837696335	0	0.18621186910994764	3.856069882932121	-14.13052006818925	-10.30957355848559
YDR089W	P38966	VTC5	S000002496	3RSRV	TRUE	869	869	200	0.23014959723820483	1109	0.03452243958573076	14	1	19	839	517	0.02186421173762946	0.5949367088607594	2.083474338319908	2.813578826237054	650.523067697391	-24.693328043968748	-23.06126856549367	1012	1	669	0	0.7698504027617952	0.23014959723820483	0	0.14297331990794016	3.939993375760137	-12.7703031919215	-10.110317565385223
YDR090C	Q03193	YDR090C	S000002497	3RSHE	TRUE	310	310	64	0.2064516129032258	816	0.07096774193548383	14	1	5	288	165	0.016129032258064516	0.532258064516129	1.465816129032258	2.4516129032258065	875.7073221813092	-19.451059643672085	-17.572181235263873	1012	1	246	0	0.7935483870967742	0.2064516129032258	0	0.09031376774193549	4.57366859423968	-9.553613793240197	-7.733560352693322
YDR091C	Q03195	RLI1	S000002498	3RSG4	TRUE	608	608	35	0.05756578947368421	660	0.6595394736842105	14	1	209	207	297	0.34375	0.48848684210526316	0.3353446875	1.580592105263158	5.787786881938372	-8.08938780329162	-6.746196063976274	1012	1	573	0	0.9424342105263158	0.05756578947368421	0	0.017610115131578948	22.533203322103038	-3.8212495397329187	-3.4779612741210997
YDR092W	P52490	UBC13	S000002499	3RU8A	TRUE	153	153	20	0.13071895424836602	172	0.6274509803921569	14	1	96	57	4	0.6274509803921569	0.026143790849673203	0.44002660130718957	1.5686274509803921	6.367919628394412	-8.883271534949452	-7.408346039653353	1012	1	133	0	0.869281045751634	0.13071895424836602	0	0.22196385620915032	5.9254373105996905	-9.305090612724717	-6.533982319862653
YDR093W	Q12675	DNF2	S000002500	3RSBD	TRUE	1612	1612	252	0.15632754342431762	1935	0.2797766749379652	13	0.9285714285714286	359	1161	1612	0.2227047146401985	1	1.446028045905707	2.1606699751861043	460.1035248574777	-17.798345767638445	-15.325177256039728	1012	1	1360	0	0.8436724565756824	0.15632754342431762	0	0.07918340632754342	4.976680483078146	-9.245359810999258	-7.408591654053232
YDR096W	Q03833	GIS1	S000002503	3RSIH	TRUE	894	894	220	0.24608501118568232	1821	0.1331096196868009	14	1	16	775	681	0.017897091722595078	0.761744966442953	1.568988255033557	2.6666666666666665	497.6020790017947	-19.672319262623855	-18.090014375684344	1012	1	674	0	0.7539149888143176	0.24608501118568232	0	0.21526377628635346	3.5198230341565844	-16.49250041197901	-12.603296720009066
YDR097C	Q03834	MSH6	S000002504	3RS1U	TRUE	1242	1242	249	0.20048309178743962	1479	0.2721417069243156	14	1	79	904	950	0.06360708534621579	0.7648953301127214	1.2490197906602254	2.0619967793880836	624.2944745968604	-17.588573518092844	-15.283730194196979	1012	1	993	0	0.7995169082125604	0.20048309178743962	0	NA	3.5040559305284287	-14.033731214712931	-10.715958892483224
YDR098C	Q03835	GRX3	S000002505	3RR8X	TRUE	285	285	52	0.1824561403508772	318	0.3789473684210526	14	1	90	177	60	0.3157894736842105	0.21052631578947367	1.0727547719298245	1.9964912280701754	259553.2184951603	-13.748889294430146	-11.790474642298902	1012	1	208	36	0.7298245614035088	0.1824561403508772	0.12631578947368421	0.1538382701754386	6.797163606641003	-6.592225814679125	-5.644065054789248
YDR099W	P34730	BMH2	S000002506	3RT62	TRUE	273	520	240	0.46153846153846156	278	0.728937728937729	14	1	192	74	31	0.7032967032967034	0.11355311355311355	0.2841903296703297	1.5384615384615385	8.058424900649321	-6.701402096171291	-5.542014017922832	1012	1	28	14	0.10256410256410256	0.8791208791208791	0.05128205128205128	0.3403857875457875	148.64182772140376	-47.35209945229792	-35.934045858850524
YDR101C	Q03862	ARX1	S000002508	3RSZQ	TRUE	593	593	107	0.18043844856661045	677	0.22596964586846546	14	1	129	459	75	0.2175379426644182	0.12647554806070826	0.9992337268128162	2.0236087689713322	72.69545605501483	-16.302677475310272	-14.627510164099524	1011	0.9990118577075099	486	593	0.8195615514333895	0.18043844856661045	1	0.07799204890387858	6.780348001353718	-7.701345834524494	-6.288630099153622
YDR103W	P32917	STE5	S000002510	3RT4S	TRUE	917	917	219	0.23882224645583425	1426	0.01526717557251911	14	1	9	903	583	0.009814612868047983	0.6357688113413305	2.830048854961832	2.564885496183206	910.4424591723794	-26.017166142875855	-24.780688031950778	1011	0.9990118577075099	698	917	0.7611777535441657	0.23882224645583425	1	0.13857154634678298	3.7387982412426775	-13.105183512899849	-10.291762253497582
YDR105C	Q12116	TMS1	S000002512	3RTHS	TRUE	473	473	50	0.10570824524312897	525	0.3150105708245243	14	1	112	324	192	0.23678646934460887	0.4059196617336152	0.8257319238900634	2.1331923890063424	25.558793906230484	-13.981713641086253	-12.22461206365035	1012	1	423	0	0.8942917547568711	0.10570824524312897	0	0.026343653276955602	12.505352127703466	-4.812757496975453	-4.164744116664931
YDR107C	Q04562	TMN2	S000002514	3RT71	TRUE	672	672	120	0.17857142857142858	785	0.2589285714285714	14	1	89	498	354	0.1324404761904762	0.5267857142857143	1.0110950892857142	2.1666666666666665	108.6705833255444	-15.378013003069311	-13.572530192867408	1012	1	552	0	0.8214285714285714	0.17857142857142858	0	0.08848484523809524	5.89775525799009	-8.416197148309108	-6.685994373314418
YDR108W	P46944	TRS85	S000002515	3RUUX	TRUE	698	698	125	0.17908309455587393	1179	0.09169054441260749	14	1	37	634	367	0.05300859598853868	0.5257879656160458	1.2592025787965615	2.2507163323782233	391.8938587814793	-18.87108618538187	-17.19899058129993	1012	1	573	0	0.8209169054441261	0.17908309455587393	0	0.13038184957020058	4.133297595619134	-10.73225838514642	-8.159797447751481
YDR109C	Q04585	YDR109C	S000002516	3RSTD	TRUE	715	715	190	0.26573426573426573	846	0.2517482517482518	14	1	174	535	147	0.24335664335664337	0.2055944055944056	1.2042993006993008	2.0545454545454547	423.3896638726629	-17.818497742340938	-15.604965192244487	1012	1	525	0	0.7342657342657343	0.26573426573426573	0	0.20972257342657344	2.9446304840993074	-18.11742123235122	-13.636967185849478
YDR111C	P52892	ALT2	S000002518	3RT03	TRUE	507	507	81	0.15976331360946747	612	0.33333333333333337	14	1	58	338	339	0.11439842209072978	0.6686390532544378	1.0775189151873767	2.1499013806706113	44.16774247416229	-15.896103243192112	-13.713717083939345	1012	1	426	0	0.8402366863905325	0.15976331360946747	0	0.056208869822485207	7.897762207243345	-6.570866473432394	-5.639661406905557
YDR117C	Q04600	TMA64	S000002524	3RSQ9	TRUE	565	565	141	0.24955752212389382	685	0.13097345132743365	14	1	67	491	117	0.11858407079646018	0.20707964601769913	1.3519129203539824	2.6123893805309732	322.3474804072307	-20.765485795222858	-18.989232540223483	1012	1	424	0	0.7504424778761062	0.24955752212389382	0	0.19849886371681416	3.330200078927181	-15.233384600814853	-11.37607454444727
YDR118W	Q04601	APC4	S000002525	3RTVB	TRUE	652	652	186	0.2852760736196319	894	0.0076687116564416735	14	1	2	647	380	0.003067484662576687	0.5828220858895705	2.7475542944785274	2.8052147239263805	572.5522749481029	-27.282829264831882	-26.109522273335354	1012	1	466	0	0.7147239263803681	0.2852760736196319	0	0.2358109601226994	2.957731630836236	-18.41524440570027	-13.629865159346515
YDR119W	Q04602	VBA4	S000002526	3RR6Q	TRUE	768	768	186	0.2421875	929	0.0625	14	1	12	720	391	0.015625	0.5091145833333334	2.1652080729166667	2.0924479166666665	2515.692435477087	-22.30834360438543	-20.778202994625435	1012	1	582	0	0.7578125	0.2421875	0	0.234679	3.360632052185756	-17.458346473126557	-12.420499132407068
YDR120C	P15565	TRM1	S000002527	3RS0C	TRUE	570	570	102	0.17894736842105263	868	0.2824561403508772	14	1	146	409	107	0.256140350877193	0.18771929824561404	1.0547157894736843	2.256140350877193	13282.591360727403	-15.754114838685146	-13.845810932604378	1012	1	468	0	0.8210526315789474	0.17894736842105263	0	0.11426471929824561	4.120622168852231	-11.158653601703518	-8.437645439939446
YDR121W	Q04603	DPB4	S000002528	3RUQJ	TRUE	196	196	40	0.20408163265306123	428	0.12755102040816324	14	1	22	171	45	0.11224489795918367	0.22959183673469388	1.6289505102040815	2.423469387755102	413.2628645863113	-21.35683263796808	-19.219903982475202	1012	1	156	0	0.7959183673469388	0.20408163265306123	0	0.1423269030612245	4.1473593383767815	-12.470732424517895	-9.312021398647103
