id	len_ref	len_msa	n_strains	f_strains	n_matched	n_mismatched	n_indel	f_matched	f_mismatched	f_indel	r4s	iq	iq_ml	iq_cat	iq_hi	leisr_mle	leisr_low	leisr_up	leisr_global	leisr_local
YDR472W	283	283	1012	1	245	38	0	0.8657243816254417	0.13427561837455831	0	0.09019660424028268	1.640513780918728	1.00189	1.1837455830388692	0.8441922261484098	7.291192249791059	3.9813539965340627	4.693854948708297	-8.671775766085542	-6.49796630069485
YDR473C	469	469	1012	1	386	83	0	0.8230277185501066	0.17697228144989338	0	0.09798660980810235	1.5914875053304904	0.9994456076759062	1.1471215351812367	0.8254537313432836	7.968131439565979	3.318209107633666	6.576778916535895	-7.644385607774033	-6.227566051514257
YDR475C	876	876	1012	1	707	169	0	0.8070776255707762	0.19292237442922375	0	0.1340916484018265	4.093737317351598	1.0016012214611871	2.212328767123288	0.9126510273972602	6.136455170401708	3.466861183509254	3.8343683338337047	-12.471472066891163	-9.486041032290347
YDR476C	224	224	1012	1	197	27	0	0.8794642857142857	0.12053571428571429	0	0.08518094196428572	1.9493083035714285	1.0038369642857143	1.2678571428571428	0.7181084821428572	12.294895347215155	6.880497854829615	7.17802094506783	-7.1580592933413305	-5.471024066991436
YDR477W	633	633	1012	1	587	46	0	0.9273301737756714	0.07266982622432859	0	0.02225874091627172	1.375013317535545	0.996750916271722	1.0884676145339653	0.8354607740916271	13.138469628819038	3.3750181297423802	14.37284982992498	-4.578008084977292	-4.087952965117071
YDR478W	198	198	1012	1	163	35	0	0.8232323232323232	0.17676767676767677	0	0.1564256515151515	1.7280899494949495	1.0000727272727272	1.3686868686868687	0.901815303030303	7.5811541320957465	4.527017897869733	3.912438711619542	-12.454229472140856	-9.076762592815218
YDR479C	554	554	1012	1	458	96	0	0.8267148014440433	0.17328519855595667	0	0.057405070397111915	1.7544181046931409	0.9990077075812275	1.4620938628158844	0.7569597833935018	7.147207261988053	2.3531113283350216	7.394138620935781	-6.862066819294915	-5.874221863338698
YDR480W	323	323	1012	1	227	96	0	0.7027863777089783	0.29721362229102166	0	0.1387939721362229	2.1441903405572758	1.0003823529411764	1.5944272445820433	0.8416493808049536	4.180090637241928	1.7490947168685225	4.273838543951567	-11.90675077912076	-9.868798155601613
YDR481C	566	566	1012	1	473	93	0	0.8356890459363958	0.16431095406360424	0	0.08164396819787986	4.474216148409894	1.0005641342756184	1.332155477031802	0.7064731448763251	6.1054860408584	3.0217306001171034	4.601381050619692	-9.100207541414328	-7.067997038092205
YDR482C	135	135	1012	1	104	31	0	0.7703703703703704	0.22962962962962963	0	0.12396054074074074	2.207542740740741	0.9990263703703703	1.637037037037037	1.079559037037037	4.947019353876959	2.3663963723472117	3.8671164601713897	-11.650292380322867	-9.122847893838511
YDR483W	442	442	1012	1	380	62	0	0.8597285067873304	0.14027149321266968	0	0.18199238009049773	4.1604955656108595	1.001240294117647	1.165158371040724	0.8539980316742081	7.566763422760669	4.975175327888582	2.7343146743261837	-14.801577466535816	-9.989161718991179
YDR484W	641	641	1012	1	556	85	0	0.8673946957878315	0.13260530421216848	0	0.06380821996879875	2.3304372854914197	0.9983567238689548	1.2667706708268331	0.7572988455538221	9.136773597331482	4.099684294240107	7.256918759591108	-6.505414424278487	-5.268059821539552
YDR485C	795	795	1012	1	596	199	0	0.7496855345911949	0.25031446540880503	0	0.18247713584905662	3.364146389937107	0.9987806163522013	1.2226415094339622	0.7773602264150944	4.94045523201537	2.851878559565586	3.4815612775972227	-14.754110705655169	-11.173318345438188
YDR486C	229	229	1012	1	200	29	0	0.8733624454148472	0.12663755458515283	0	0.05682334497816594	2.409435283842795	1.0031541048034935	1.3799126637554586	0.9199892576419214	9.556641553298736	3.5682846735242713	8.132729383428048	-5.878292398712037	-4.911984591340591
YDR487C	208	208	1012	1	188	20	0	0.9038461538461539	0.09615384615384616	0	0.04507701442307692	4.4092206730769234	0.9994990865384615	1.2884615384615385	0.5642598076923077	14.36827805647891	4.256728479984586	11.690309137334475	-4.941862481243197	-4.25919997226908
YDR488C	533	533	1012	1	407	126	0	0.7636022514071295	0.23639774859287055	0	0.161383861163227	1.9484307504690432	0.9992565853658537	1.2851782363977486	0.7264967542213884	4.761350751917519	2.7663137926999157	3.3171667271191763	-14.45596378673215	-10.712092227352256
YDR489W	294	294	1012	1	252	42	0	0.8571428571428571	0.14285714285714285	0	0.09976660204081633	1.2185609523809524	1.0000063265306123	1.2891156462585034	0.6044653401360544	NA	NA	NA	NA	NA
YDR490C	766	766	1012	1	598	168	0	0.7806788511749347	0.2193211488250653	0	0.18839728459530025	4.128711945169713	1.0002281723237598	1.4530026109660574	0.8788468537859008	NA	NA	NA	NA	NA
YDR491C	163	163	1012	1	107	56	0	0.656441717791411	0.34355828220858897	0	0.17901074233128836	1.1995423926380369	0.9999493251533742	1.687116564417178	0.7699272392638037	3.3734657883489545	1.5410085617675806	3.517255171777759	-13.371343996472453	-10.746624978892608
YDR492W	316	316	1012	1	276	40	0	0.8734177215189873	0.12658227848101267	0	0.09538481012658227	3.354792594936709	0.9990982594936709	2.1360759493670884	0.6303069620253164	7.517499359894706	4.296712987868622	4.096722604776161	-9.500664096100104	-6.916698619946915
YDR493W	123	123	1012	1	102	21	0	0.8292682926829268	0.17073170731707318	0	0.16823633333333335	3.2005365853658536	1.0062278861788618	1.5121951219512195	0.9146117073170731	NA	NA	NA	NA	NA
YDR494W	361	361	1012	1	284	77	0	0.7867036011080333	0.21329639889196675	0	0.10199513019390583	1.4219941551246538	0.9986890858725762	1.265927977839335	0.6858931855955678	NA	NA	NA	NA	NA
YDR495C	1011	1011	1012	1	776	235	0	0.7675568743818002	0.2324431256181998	0	0.22162272106824926	3.418002462908012	0.9996697428288823	1.2729970326409497	0.8135415034619189	NA	NA	NA	NA	NA
YDR496C	656	656	1012	1	562	94	0	0.8567073170731707	0.14329268292682926	0	NA	3.796727332317073	1.0009949237804878	1.3140243902439024	0.8727359146341463	9.631292858830925	6.775831605276357	3.354451071379253	-14.55986836367781	-9.476935652822352
YDR497C	584	584	1012	1	516	68	0	0.8835616438356164	0.11643835616438356	0	NA	2.0063933390410957	1.001675	1.0650684931506849	0.7759280479452054	NA	NA	NA	NA	NA
YDR498C	383	383	1012	1	300	83	0	0.783289817232376	0.21671018276762402	0	0.14032726109660573	1.3750128459530027	0.9980245430809399	1.0339425587467364	0.9230575979112272	NA	NA	NA	NA	NA
YDR499W	747	747	1012	1	627	120	0	0.8393574297188755	0.1606425702811245	0	0.07601118206157965	1.7952094912985275	1.000257576974565	1.2061579651941097	0.648913828647925	7.775971983267745	4.4482786226582816	4.782881947762853	-9.277035022245276	-6.991417912131089
YDR500C	88	88	1012	1	82	6	0	0.9318181818181818	0.06818181818181818	0	0.038203522727272725	1.2466839772727272	0.999975909090909	1.1363636363636365	0.8335120454545455	22.37980406298063	8.959108449870856	10.456710564560897	-5.1527355777551085	-4.14290762608441
YDR501W	521	521	1012	1	371	150	0	0.7120921305182342	0.28790786948176583	0	0.21475032245681383	1.6597437236084454	0.9987061228406909	1.3128598848368522	0.6906482533589252	4.722183343499546	2.853949626689161	3.41253910693354	-16.47834769764131	-12.208001059229092
YDR502C	384	384	1012	1	367	17	0	0.9557291666666666	0.044270833333333336	0	0.0241588359375	2.1721808854166667	1.0021663020833333	1.1328125	0.6654399479166666	22.748718293004575	13.846947414628778	8.521857281169973	-5.2574898375911765	-3.9347815210813986
YDR503C	274	274	1012	1	231	43	0	0.843065693430657	0.15693430656934307	0	0.09356426642335766	1.6341712408759124	1.0002752554744525	1.0437956204379562	0.9073512408759125	8.338334262914017	4.680079517070007	5.7533098837674626	-8.244843892942772	-6.22715790175269
YDR504C	127	127	1011	0.9990118577075099	87	40	127	0.6850393700787402	0.31496062992125984	1	0.10978632283464566	1.0584296850393702	1.000927401574803	1.6220472440944882	0.6181207874015748	5.356411287256902	1.7564781320899987	6.2762845240187035	-8.706355090216467	-7.277008142942578
YDR505C	841	841	1012	1	687	154	0	0.816884661117717	0.18311533888228299	0	0.13751923900118906	2.5631321046373365	0.9988546373365041	2.0642092746730083	0.8542374197384066	6.858547737025481	4.294154469237706	3.651587036230122	-12.363530146741915	-8.606982933014514
YDR506C	608	608	1012	1	453	155	0	0.7450657894736842	0.25493421052631576	0	0.28475826151315786	3.5869608388157896	0.9999269901315789	1.2236842105263157	0.7742712828947369	5.827297246287915	3.8530870253658915	3.1350827744207055	-19.797770798499556	-13.934062585730272
YDR507C	1142	1142	1012	1	983	159	0	0.8607705779334501	0.13922942206654992	0	0.0750420534150613	3.254274378283713	1.0009785376532399	1.2837127845884413	0.9691565674255692	7.8418696491263695	3.6713581252657677	5.790592394469713	-7.845535344654384	-6.220065719259923
YDR508C	663	663	1012	1	559	104	0	0.8431372549019608	0.1568627450980392	0	0.18772645248868777	3.1648199095022624	0.9996214177978884	2.067873303167421	0.7806906184012066	8.034743760417067	5.3031157639595214	3.3475538777550837	-14.069053526881872	-9.647259690511193
YDR509W	115	115	907	0.8962450592885376	69	46	115	0.6	0.4	1	0.3383667826086957	2.942389739130435	1.0009582608695653	2.982608695652174	1.0671484347826086	3.964748264585525	2.136475341473489	3.451293184764177	-19.084284869035137	-14.300208282120279
YDR510C-A	38	38	1003	0.991106719367589	23	15	38	0.6052631578947368	0.39473684210526316	1	0.46515368421052633	1.1057692105263157	0.9999555263157894	1.7894736842105263	0.8751821052631579	5.721452625197131	3.7848646006590636	3.936294280754619	-28.88852678126322	-20.39742029429734
YDR510W	101	101	992	0.9802371541501976	97	4	101	0.9603960396039604	0.039603960396039604	1	0.010769485148514852	0.9994123762376238	1.0000989108910892	1.2277227722772277	0.4244206930693069	26.776358965669072	2.632360615700679	48.51940514921168	-3.1317767005428365	-2.969220576142788
YDR511W	133	133	1004	0.9920948616600791	103	30	133	0.7744360902255639	0.22556390977443608	1	NA	2.078848947368421	0.9992716541353384	1.2481203007518797	0.9449599248120301	13.946301892032308	10.408543533908347	6.373566752671688	-15.808591593309844	-10.378718238120022
YDR512C	187	187	1004	0.9920948616600791	139	48	187	0.7433155080213903	0.25668449197860965	1	0.08380224598930482	2.722930053475936	1.0022922994652406	4	1.56582	4.734287509705309	1.4038083592923971	5.976007962620456	-8.014771754290877	-6.882040429524528
YDR513W	143	143	1012	1	130	13	0	0.9090909090909091	0.09090909090909091	0	0.02021025874125874	1.257078881118881	1.000014055944056	3.090909090909091	1.103609090909091	14.458816185796575	1.3441668602093322	23.22756774744654	-3.730231872528674	-3.437909512312122
YDR514C	483	483	1012	1	386	97	0	0.7991718426501035	0.20082815734989648	0	0.15682477432712216	3.50240933747412	1.002531055900621	1.4057971014492754	0.9141892132505176	6.284900902402207	3.6509973355492895	3.713019821759855	-12.990553418252233	-9.699496099973633
YDR515W	447	447	1012	1	301	146	0	0.6733780760626398	0.32662192393736017	0	0.25178205369127515	1.675574586129754	1.0001266666666666	1.1633109619686801	0.7910974944071588	3.749522579574914	2.128563023251077	2.9745178505674317	-19.434861470086705	-14.914520417043844
YDR516C	500	500	1012	1	460	40	0	0.92	0.08	0	0.040901992	2.85809564	1.00123526	1.222	1.00479028	14.968645426443937	6.798951141536033	9.381475734650358	-5.542885286737084	-4.541518298424358
YDR517W	372	372	868	0.857707509881423	306	66	372	0.8225806451612904	0.1774193548387097	1	0.06451419623655914	1.6492039784946237	1.0023590322580644	1.3870967741935485	0.8269281989247312	6.428316167887829	2.0415898753882664	6.95722174380314	-6.989886700522071	-5.980954763271931
YDR518W	517	517	995	0.983201581027668	440	77	517	0.851063829787234	0.14893617021276595	1	0.06828284912959381	3.950941083172147	1.002089245647969	1.4410058027079304	0.9502893423597679	7.624651036951262	3.5085118271493725	5.4108334837610315	-8.233631270866244	-6.50260343420729
YDR519W	135	135	995	0.983201581027668	112	23	135	0.8296296296296296	0.17037037037037037	1	0.07633484444444444	4.9763662222222225	1.0047617777777778	1.511111111111111	0.6319760740740741	6.534946870169757	3.06348585442082	4.948658557442775	-8.493828988454922	-6.283652453411227
YDR520C	772	772	995	0.983201581027668	634	138	772	0.8212435233160622	0.17875647668393782	1	0.08787297668393783	1.7242480958549222	0.9987721373056995	1.072538860103627	0.7639078756476684	6.337316688751428	2.9552367214691153	5.368681464902823	-8.504169821929082	-6.930238369070065
YDR521W	111	111	1012	1	78	33	0	0.7027027027027027	0.2972972972972973	0	0.26296638738738737	NA	NA	NA	NA	6.051350939221396	3.8100800608683127	3.6931744761223584	-16.98283699311094	-12.063282154936735
YDR522C	502	502	995	0.983201581027668	404	98	502	0.8047808764940239	0.1952191235059761	1	0.11480579681274901	2.335721454183267	1.0023062749003984	1.3127490039840637	0.7778566334661354	5.7590244926571605	2.7866767733026574	4.330043035852141	-10.247097969504908	-8.024956273421026
YDR523C	490	490	1006	0.9940711462450593	423	67	490	0.863265306122449	0.13673469387755102	1	0.06780356326530612	2.266063693877551	0.9978096734693878	1.153061224489796	0.825101081632653	7.803851428922818	3.900632599513186	5.886325624323891	-7.549770851186591	-5.924448159425021
YDR524C	482	482	995	0.983201581027668	383	99	482	0.7946058091286307	0.2053941908713693	1	0.11735079668049793	4.79692846473029	1.0010793153526971	1.4149377593360997	0.7686271161825726	6.0454704581334475	2.7689356932807683	5.04062799731571	-9.170957213194002	-7.362832589572365
YDR524C-A	39	39	973	0.9614624505928854	28	11	39	0.717948717948718	0.28205128205128205	1	0.1644550512820513	4.107357692307692	1.000497435897436	1.8461538461538463	0.6542710256410257	5.220735210305837	1.9836610973494326	4.750921245108309	-11.59434241093817	-9.471662268888144
YDR524C-B	66	66	991	0.9792490118577075	47	19	66	0.7121212121212122	0.2878787878787879	1	0.27821677272727274	5.391633636363636	0.9997889393939394	1.5757575757575757	0.8716042424242424	8.573447957302465	5.3022068188482905	5.058042247962535	-18.619287594625114	-13.667161167761448
YDR524W-C	29	29	1007	0.9950592885375494	19	10	29	0.6551724137931034	0.3448275862068966	1	0.16945524137931034	1.314378275862069	0.9999996551724137	4	1.02818	6.922567970532477	2.6754275550349877	6.718154258631772	-9.12383301166489	-7.33678884805358
YDR525W	109	109	1012	1	82	27	0	0.7522935779816514	0.24770642201834864	0	NA	8.680675779816514	1.0044705504587157	1.7155963302752293	0.791134128440367	12.684655584009453	9.190709815107224	5.407162092518048	-18.29509622964345	-12.608895186315342
YDR525W-A	79	79	1012	1	73	6	0	0.9240506329113924	0.0759493670886076	0	0.021910822784810127	3.6719674683544303	1.0012641772151898	1.1898734177215189	0.6669536708860759	20.160668611479682	5.0049764412272335	17.650077008385622	-3.8152084274206435	-3.3465306691036902
YDR526C	156	156	1012	1	123	33	0	0.7884615384615384	0.21153846153846154	0	0.17161570512820512	4.32340108974359	1.001838846153846	2.076923076923077	0.971361282051282	7.674933343396758	4.636952367160616	4.151586350430679	-12.276288606376376	-8.978831677486005
YDR527W	439	439	995	0.983201581027668	341	98	439	0.7767653758542141	0.22323462414578588	1	0.16794434624145785	3.0678888382687926	1.0011599772209567	1.4510250569476082	0.9942580637813212	4.997356374165355	2.8750075295682564	3.452679287490088	-13.66365138792135	-10.284912559853963
YDR528W	423	423	995	0.983201581027668	327	96	423	0.7730496453900709	0.22695035460992907	1	0.2015483096926714	3.329939479905437	1.001730401891253	1.2647754137115839	0.7998936406619386	5.439328496023594	3.2247037404977994	3.13676306724244	-17.666383436976165	-13.361544337423986
YDR529C	127	127	995	0.983201581027668	118	9	127	0.9291338582677166	0.07086614173228346	1	0.01793796850393701	1.0216746456692913	1.0000094488188978	2.9921259842519685	1.085787559055118	14.5010719388239	2.6740946665700807	20.732011182965472	-3.7638559721658806	-3.43148744761696
YDR530C	325	325	995	0.983201581027668	247	78	325	0.76	0.24	1	0.21525243076923078	4.839591323076923	1.002806953846154	1.4892307692307691	0.8016186461538461	4.5352033858418475	2.739120396797662	2.838954373013864	-16.531222412646393	-11.987334764571193
YDR531W	367	367	995	0.983201581027668	323	44	367	0.8801089918256131	0.11989100817438691	1	0.15599403814713897	2.1598311171662123	1.001420599455041	1.2888283378746594	0.7895720708446866	12.98224856160556	8.31823963412616	4.900927951968848	-9.9075030473271255	-6.996176138989719
YDR532C	385	385	995	0.983201581027668	312	73	385	0.8103896103896104	0.18961038961038962	1	0.08098423636363636	1.9324986233766233	0.9973645454545454	1.1272727272727272	0.7749182337662337	5.570182653801415	2.6647415764143005	4.334920160571478	-9.935455389904886	-7.905590750283227
YDR533C	237	237	995	0.983201581027668	205	32	237	0.8649789029535865	0.1350210970464135	1	0.0997566329113924	5.062391054852321	1.003956582278481	1.4050632911392404	0.5891957383966245	10.277625510254266	5.282936090075306	6.465963146466572	-7.101592212887424	-5.389208009245967
YDR534C	528	528	478	0.4723320158102767	404	124	528	0.7651515151515151	0.23484848484848486	1	0.35167458333333335	3.823965246212121	1.000089034090909	2.1136363636363638	0.9395390909090909	5.4852438494140925	3.0748167459313867	3.499935526329369	-15.584084278630465	-11.609554243834078
YDR535C	166	166	995	0.983201581027668	102	64	166	0.6144578313253012	0.3855421686746988	1	0.34527903614457833	3.6452110843373493	1.0028155421686746	1.3734939759036144	0.7435988554216867	NA	NA	NA	NA	NA
YDR536W	569	569	988	0.9762845849802372	521	48	569	0.9156414762741653	0.0843585237258348	1	0.06367228646748682	2.285321862917399	0.9969083304042179	2.1001757469244287	0.6420257644991212	14.09139535686386	8.656835211889481	5.725295233393534	-7.642137428735901	-5.561624788458507
YDR537C	201	201	1012	1	150	51	0	0.746268656716418	0.2537313432835821	0	0.26417526368159205	2.97551407960199	1.0026048756218906	1.4676616915422886	0.8860634825870647	NA	NA	NA	NA	NA
YDR538W	242	242	988	0.9762845849802372	193	49	242	0.7975206611570248	0.2024793388429752	1	0.11916647933884297	1.6047202892561985	1.001494958677686	4	1.8404	7.4096952838031065	3.5336638234166866	4.821223461938556	-10.389560465450016	-8.116708267964706
YDR539W	503	503	987	0.9752964426877471	417	86	503	0.8290258449304175	0.1709741550695825	1	0.059514230616302184	1.959504930417495	1.0023083896620277	1.3697813121272366	0.6398393041749503	NA	NA	NA	NA	NA
YDR540C	179	179	981	0.9693675889328063	126	53	179	0.7039106145251397	0.29608938547486036	1	0.17298413407821228	1.7026540223463686	0.9998268156424581	1.4022346368715084	0.9426555865921787	4.766889157195414	2.6952469233988507	3.2498725098270773	-15.36025636776296	-11.425739072139324
YDR541C	344	344	981	0.9693675889328063	276	68	344	0.8023255813953488	0.19767441860465115	1	0.07865884302325582	1.2326159593023256	0.9982627034883721	1.0087209302325582	0.9550685755813954	5.478041878264698	2.2662185463501565	5.140680870319183	-9.00737124721614	-7.40847414430342
YDR542W	120	120	1012	1	101	19	0	0.8416666666666667	0.15833333333333333	0	0.0501239	0.9543820000000001	1.0000931666666666	2.075	0.8437185	265.1640851938178	54.867887706744995	87.7680829824792	-9.145004619882796	-5.759749661205526
YDR543C	99	99	1012	1	42	57	0	0.42424242424242425	0.5757575757575758	0	0.8288138383838384	11.21802414141414	1.0001831313131313	1.8686868686868687	0.9777730303030303	2.3559568024417312	1.496478170866867	2.216150295668032	-54.744536869315375	-44.612116466906876
YDR544C	142	142	164	0.16205533596837945	125	17	142	0.8802816901408451	0.11971830985915492	1	0.22621640845070423	1.8097525352112676	0.999974366197183	1.8309859154929577	0.9081460563380281	15.233004589351225	4.056500457399707	12.157738488258286	-4.309656252379711	-3.43674516276999
YDR545C-A	159	159	1012	1	159	0	0	1	0	0	0.005963320754716981	0.72032	1	1	0.41083	NA	NA	NA	-2.75975169866108	-2.75975169866108
YDR545W	1796	1796	1012	1	1796	0	0	1	0	0	0.00598087416481069	1	1	2	0.83457	NA	NA	NA	-2.8883226959468415	-2.888322695946842
YEL001C	225	225	1012	1	175	50	0	0.7777777777777778	0.2222222222222222	0	0.07757438222222222	1.5252617777777777	0.9997689777777777	2.08	0.9334776	4.661406525635666	1.455300861715118	5.281166161612073	-8.669854954632367	-7.466099845684172
YEL002C	430	430	1012	1	357	73	0	0.8302325581395349	0.1697674418604651	0	0.0916819511627907	2.609022511627907	1.000218511627907	1.3558139534883722	0.7989371162790698	6.85171361037338	2.903577447656079	5.8224422236404285	-7.884690131928114	-6.320280932194428
YEL003W	111	111	1012	1	97	14	0	0.8738738738738738	0.12612612612612611	0	0.14820062162162162	1.0927436036036036	1.0000018018018018	3.1171171171171173	1.0489824324324326	NA	NA	NA	NA	NA
YEL004W	342	342	1012	1	283	59	0	0.827485380116959	0.17251461988304093	0	NA	1.4930598830409356	0.9998029532163742	1.0350877192982457	0.9315237426900586	12.036612478958968	8.670380111010905	6.570057925431458	-10.26973854412054	-7.089333933694107
YEL005C	282	282	1012	1	220	62	0	0.7801418439716312	0.2198581560283688	0	0.09463106028368794	1.5598648581560284	1.0001387588652482	1.450354609929078	0.6055191134751773	4.892042257042535	2.0447456551585845	4.537518818047307	-9.685529372221986	-7.877778152247266
YEL006W	335	335	1012	1	281	54	0	0.8388059701492537	0.16119402985074627	0	0.043878692537313434	2.433172895522388	1.0009440895522388	1.4746268656716417	0.7110561791044776	6.82197264543373	1.661711244896737	8.489915854682364	-5.836418357045317	-5.10585745706759
YEL007W	666	666	1012	1	517	149	0	0.7762762762762763	0.22372372372372373	0	0.15092795645645646	NA	NA	NA	NA	5.29285093916009	2.6976974363077075	4.167590075436651	-12.048352170276178	-9.44365710577054
YEL008C-A	30	30	1012	1	23	7	0	0.7666666666666667	0.23333333333333334	0	0.13109416666666668	1.9381296666666665	0.9935193333333333	1.7	0.9719326666666667	5.283607512435768	2.6824608164648645	3.7639752912265245	-12.383070007700843	-9.313559786993778
YEL008W	126	126	1012	1	85	41	0	0.6746031746031746	0.3253968253968254	0	0.1969074523809524	5.65472	1.0029480952380951	1.6349206349206349	0.7729255555555555	7.594333637596895	4.637717574419545	5.383932220658025	-14.643721596025488	-10.866838857652755
YEL009C	281	281	1012	1	225	56	0	0.800711743772242	0.199288256227758	0	0.16053019572953736	4.39643896797153	1.002211209964413	1.4092526690391458	0.8176540213523131	6.063057958274886	3.2442453448086463	4.242287892469904	-11.116734167433625	-8.444160137110648
YEL009C-A	135	135	787	0.7776679841897233	98	37	135	0.725925925925926	0.2740740740740741	1	0.343976	2.0429605925925927	1.0033122962962964	1.4666666666666666	0.8811426666666666	5.2286431611484385	3.207816814144475	3.0918870289156617	-16.381350650794207	-11.602028718919666
YEL010W	116	116	133	0.13142292490118576	108	8	116	0.9310344827586207	0.06896551724137931	1	0.12065275862068965	1.3238751724137932	1.0001593965517241	1.2844827586206897	0.4398675	20.83546468944902	1.7687345097810294	36.98505679515967	-3.2503879920532985	-3.0438128078810394
YEL011W	704	704	1012	1	621	83	0	0.8821022727272727	0.11789772727272728	0	0.1409023338068182	3.018721647727273	0.9997734375	1.1022727272727273	0.8935681818181819	11.447021501910132	7.390286583778332	4.34491380014175	-10.99573284660338	-7.858788511625261
YEL012W	218	218	1012	1	194	24	0	0.8899082568807339	0.11009174311926606	0	0.05496489449541284	2.5992537155963302	0.9934352293577982	1.3027522935779816	1.1749833027522936	16.50331841894649	9.14896295150825	7.331248005560904	-7.501125431795973	-5.76318381110924
YEL013W	578	578	1012	1	522	56	0	0.903114186851211	0.09688581314878893	0	0.05316405017301038	2.562353010380623	0.9996526124567474	1.2906574394463668	0.9513317647058823	11.250205449694509	4.8722780324074915	8.838737950340507	-5.693859318885362	-4.63152602195975
YEL014C	101	101	1012	1	71	30	0	0.7029702970297029	0.297029702970297	0	0.11818248514851486	1.5666259405940595	1.0014374257425742	2.099009900990099	0.9183333663366336	4.532437810551559	1.6071059245984003	5.269971349587519	-9.120475276978935	-7.5075899072432515
YEL015W	551	551	1012	1	491	60	0	0.8911070780399274	0.1088929219600726	0	0.09059106352087114	3.2938803629764064	0.9977945190562614	2.0653357531760435	0.7351760617059891	11.778279235245071	6.618869959392146	5.893880413937044	-7.812145123062605	-5.9984790982214955
YEL016C	493	493	1012	1	359	134	0	0.7281947261663286	0.2718052738336714	0	0.23741070588235294	3.7620574239350915	0.9978111359026369	1.3184584178498986	0.8145742596348884	4.158072224221185	2.4498397590334897	2.8495065976423946	-18.318589142195577	-13.639759721123419
YEL017C-A	43	43	1011	0.9990118577075099	41	2	43	0.9534883720930233	0.046511627906976744	1	0.019054906976744185	2.179836511627907	0.9998597674418604	1.1395348837209303	0.25128441860465117	NA	NA	NA	NA	NA
YEL017W	337	337	1012	1	267	70	0	0.7922848664688428	0.20771513353115728	0	0.08329888130563798	2.7698542136498516	1.0000240356083085	1.42433234421365	0.7951475964391691	NA	NA	NA	NA	NA
YEL018C-A	177	177	1012	1	149	28	0	0.8418079096045198	0.15819209039548024	0	0.07381727118644067	1.8734901694915254	0.9949887005649718	1.2259887005649717	0.8420830508474577	NA	NA	NA	NA	NA
YEL018W	279	279	1012	1	242	37	0	0.8673835125448028	0.13261648745519714	0	0.07005099283154122	3.844092616487455	0.996995376344086	1.2688172043010753	0.5916670609318996	9.269018544947118	4.412399193108864	6.033126514391809	-7.692085409064523	-6.064634211199994
YEL019C	267	267	1012	1	219	48	0	0.8202247191011236	0.1797752808988764	0	0.09437379775280899	3.0800849063670412	0.9968891385767791	1.400749063670412	0.7249350187265917	6.0995337417029845	2.950751099518841	4.322336160476734	-10.084027766809417	-7.964518322176954
YEL020C	560	560	1012	1	444	116	0	0.7928571428571428	0.20714285714285716	0	0.19302490178571427	3.185012714285714	0.9955911071428571	1.1696428571428572	0.7887943571428572	NA	NA	NA	NA	NA
YEL020C-B	65	65	1012	1	56	9	0	0.8615384615384616	0.13846153846153847	0	0.05657410769230769	1.3976116923076922	0.9999755384615384	1.123076923076923	0.8419118461538462	11.13682379404932	5.397440576813614	5.891138609340969	-7.2375075465529	-5.3596837524135035
YEL020W-A	87	87	1012	1	75	12	0	0.8620689655172413	0.13793103448275862	0	0.05161385057471264	1.107546091954023	1.0000032183908045	3.1379310344827585	1.0420589655172414	NA	NA	NA	NA	NA
YEL021W	267	267	1008	0.9960474308300395	235	32	267	0.8801498127340824	0.1198501872659176	1	0.05297329588014981	1.2629433707865168	1.0001740823970038	1.348314606741573	0.7157303745318352	9.795539430170235	4.149587488010648	7.6006458586681	-6.262771537000749	-5.1214052548079
YEL022W	1459	1459	1012	1	1250	209	0	0.8567511994516792	0.14324880054832076	0	0.07143667717614804	2.4624502467443454	0.9972836463331048	1.1891706648389309	0.7086329403701165	8.005180527876751	3.6414239958883385	6.08424889754522	-7.915118794881369	-6.462351641065641
YEL023C	682	682	1012	1	524	158	0	0.7683284457478006	0.2316715542521994	0	0.16272476539589442	5.010264853372434	1.0007778005865102	1.469208211143695	0.8814593841642229	5.799305151162963	3.2351547592343524	3.9099382044973203	-13.264819694746427	-10.205574443508102
YEL024W	215	215	1012	1	197	18	0	0.9162790697674419	0.08372093023255814	0	0.10112961860465115	1.9203969767441862	1.0006171627906977	1.0976744186046512	0.9406961395348837	10.811043166057697	6.627403956261763	4.452920179900189	-8.163169981733578	-5.711953806269115
YEL025C	1188	1188	1012	1	822	366	0	0.6919191919191919	0.30808080808080807	0	0.261154505050505	3.7284917003367	0.9986445791245792	1.1978114478114479	0.7838802356902357	4.189472258338697	2.591121402334281	2.969029621101832	-19.686154704182375	-14.671225130316248
YEL026W	126	126	1012	1	122	4	0	0.9682539682539683	0.031746031746031744	0	0.009310396825396826	2.019192619047619	0.9999822222222222	1.0714285714285714	0.19106261904761904	90.19431621611251	4.903886947276852	184.62909797765317	-2.9813924254738553	-2.876878062773243
YEL027W	160	160	1012	1	160	0	0	1	0	0	0.0062749375	0.72032	1	1	0.41083	NA	NA	NA	-2.6164717414308534	-2.6164717414308534
YEL028W	153	153	1012	1	92	61	0	0.6013071895424836	0.39869281045751637	0	0.5803620261437908	NA	NA	NA	NA	3.928706954708649	2.771317441362608	2.515123665956932	-35.760624903317314	-24.54790215325928
